name,abbreviation,nirf_rank,nirf_rank_year,rating,review_count,state,city,affiliation,founded_year,is_premier,placement_percentage,avg_package,highest_package,description
P D Pandya Institute Of Computer Application,PDPIO,,,4.8,76,Gujarat,Ahmedabad,Central University Affiliated,1964,FALSE,56.0,7.0,14.2,"P D Pandya Institute Of Computer Application is a renowned institution located in Ahmedabad, Gujarat. It offers comprehensive higher education programs."
"P E S College of Engineering, Mandya",PESCO,137,2024,3.5,80,Karnataka,Mandya,UGC Recognized,2003,FALSE,74.6,4.1,11.9,"P E S College of Engineering, Mandya is a renowned institution located in Mandya, Karnataka. It offers comprehensive higher education programs."
P. A. College of Engineering and Technology,PACOE,,,4.5,436,Tamil Nadu,Pollachi,UGC Recognized,2007,FALSE,90.6,7.5,29.9,"P. A. College of Engineering and Technology is a renowned institution located in Pollachi, Tamil Nadu. It offers comprehensive higher education programs."
P. B. N. College,PBNC,,,4.6,90,Andhra Pradesh,Guntur,State University Affiliated,1951,FALSE,65.7,6.6,20.7,"P. B. N. College is a renowned institution located in Guntur, Andhra Pradesh. It offers comprehensive higher education programs."
P. D. Patel Institute of Applied Sciences,PDPIO,,,3.9,26,Gujarat,Changa,AICTE Approved,2007,FALSE,61.0,5.7,24.4,"P. D. Patel Institute of Applied Sciences is a renowned institution located in Changa, Gujarat. It offers comprehensive higher education programs."
P. K. N. College of Arts & Science,PKNCO,,,3.7,414,Tamil Nadu,Madurai,Central University Affiliated,2002,FALSE,72.5,3.7,7.5,"P. K. N. College of Arts & Science is a renowned institution located in Madurai, Tamil Nadu. It offers comprehensive higher education programs."
P. K. R. Arts College for Women,PKRAC,,,3.4,243,Tamil Nadu,Erode,AICTE Approved,1959,FALSE,55.8,7.1,18.9,"P. K. R. Arts College for Women is a renowned institution located in Erode, Tamil Nadu. It offers comprehensive higher education programs."
"P. K. Roy Memorial College, Dhanbad",PKRMC,,,4.6,344,Jharkhand,Dhanbad,UGC Recognized,1972,FALSE,63.6,4.4,11.7,"P. K. Roy Memorial College, Dhanbad is a renowned institution located in Dhanbad, Jharkhand. It offers comprehensive higher education programs."
P. R. R. & V. S. Government Degree College,PRRVS,,,3.4,153,Andhra Pradesh,Vidavalur,AICTE Approved,1971,FALSE,56.8,6.0,15.7,"P. R. R. & V. S. Government Degree College is a renowned institution located in Vidavalur, Andhra Pradesh. It offers comprehensive higher education programs."
P. S. & S. S. S. Pankaj Arts College,PSSSS,,,3.9,139,Maharashtra,Jalgaon,Private Autonomous,1959,FALSE,88.1,4.7,18.8,"P. S. & S. S. S. Pankaj Arts College is a renowned institution located in Jalgaon, Maharashtra. It offers comprehensive higher education programs."
P. S. Government Degree College,PSGDC,,,3.7,148,Andhra Pradesh,Anantapur,UGC Recognized,1963,FALSE,96.6,4.8,16.1,"P. S. Government Degree College is a renowned institution located in Anantapur, Andhra Pradesh. It offers comprehensive higher education programs."
P. S. R. Engineering College,PSREC,,,4.3,406,Tamil Nadu,Virudhunagar,Central University Affiliated,2009,FALSE,68.5,4.3,8.8,"P. S. R. Engineering College is a renowned institution located in Virudhunagar, Tamil Nadu. It offers comprehensive higher education programs."
P. S. R. Rengasamy College of Engineering for Women,PSRRC,,,4.2,174,Tamil Nadu,Sivakasi,AICTE Approved,1995,FALSE,92.8,5.3,18.7,"P. S. R. Rengasamy College of Engineering for Women is a renowned institution located in Sivakasi, Tamil Nadu. It offers comprehensive higher education programs."
P. S. S. R. College of Arts & Science,PSSRC,,,4.5,63,Andhra Pradesh,"Moida Junction, Nellimarla Village And Mandal",Private Autonomous,1962,FALSE,55.8,3.9,16.2,"P. S. S. R. College of Arts & Science is a renowned institution located in Moida Junction, Nellimarla Village And Mandal, Andhra Pradesh. It offers comprehensive higher education programs."
P. T. Sarvjanik College of Science,PTSCO,,,4.5,361,Gujarat,Surat,UGC Recognized,1969,FALSE,62.1,5.2,23.5,"P. T. Sarvjanik College of Science is a renowned institution located in Surat, Gujarat. It offers comprehensive higher education programs."
P. V. A. E. College,PVAEC,,,3.6,408,Jharkhand,Gumla,Private Autonomous,1957,FALSE,63.6,4.7,15.1,"P. V. A. E. College is a renowned institution located in Gumla, Jharkhand. It offers comprehensive higher education programs."
P. V. R. Trust Degree College,PVRTD,,,3.5,229,Andhra Pradesh,Kakinada,AICTE Approved,1959,FALSE,97.8,4.5,16.2,"P. V. R. Trust Degree College is a renowned institution located in Kakinada, Andhra Pradesh. It offers comprehensive higher education programs."
P.B. Siddhartha College of Arts & Science,PSCOA,,,4.7,99,Andhra Pradesh,Krishna,Private Autonomous,1990,FALSE,93.9,5.2,21.3,"P.B. Siddhartha College of Arts & Science is a renowned institution located in Krishna, Andhra Pradesh. It offers comprehensive higher education programs."
"P.D.U. Medical College, Rajkot",PMCR,,,4.7,12,Gujarat,Rajkot,AICTE Approved,1950,FALSE,77.1,6.2,22.9,"P.D.U. Medical College, Rajkot is a renowned institution located in Rajkot, Gujarat. It offers comprehensive higher education programs."
P.E.S. COLLEGE OF ENGINEERING,PCOE,,,3.7,64,Maharashtra,Aurangabad,Central University Affiliated,1958,FALSE,67.9,5.5,16.3,"P.E.S. COLLEGE OF ENGINEERING is a renowned institution located in Aurangabad, Maharashtra. It offers comprehensive higher education programs."
"P.E.S. Institute of Advanced Management Studies, Guddadakere",PIOAM,,,4.3,193,Karnataka,SHIVAMOGGA,Central University Affiliated,1965,FALSE,96.0,6.3,31.2,"P.E.S. Institute of Advanced Management Studies, Guddadakere is a renowned institution located in SHIVAMOGGA, Karnataka. It offers comprehensive higher education programs."
P.G.P College of Arts & Science,PCOAS,,,4.7,414,Tamil Nadu,Namakkal,AICTE Approved,1964,FALSE,81.2,7.0,16.6,"P.G.P College of Arts & Science is a renowned institution located in Namakkal, Tamil Nadu. It offers comprehensive higher education programs."
P.G.V. College,PC,,,3.9,168,Madhya Pradesh,Gwalior,Central University Affiliated,2008,FALSE,63.4,4.7,21.9,"P.G.V. College is a renowned institution located in Gwalior, Madhya Pradesh. It offers comprehensive higher education programs."
P.M. Nadagouda Memorial Dental College & Hospital,PNMDC,,,4.7,323,Karnataka,Bagalkot,UGC Recognized,1980,FALSE,67.5,5.0,16.8,"P.M. Nadagouda Memorial Dental College & Hospital is a renowned institution located in Bagalkot, Karnataka. It offers comprehensive higher education programs."
P.P. Savani University,PSU,,,4.2,121,Gujarat,Surat,State University Affiliated,1963,FALSE,59.1,5.9,19.6,"P.P. Savani University is a renowned institution located in Surat, Gujarat. It offers comprehensive higher education programs."
P.S.C. & K.V.S.C. Government College,PKGC,,,3.4,398,Andhra Pradesh,Nandyal,Private Autonomous,2006,FALSE,89.9,4.6,12.0,"P.S.C. & K.V.S.C. Government College is a renowned institution located in Nandyal, Andhra Pradesh. It offers comprehensive higher education programs."
P.V.K.N. Government College,PGC,,,4.4,378,Andhra Pradesh,Chittoor,Central University Affiliated,1977,FALSE,77.6,3.6,17.9,"P.V.K.N. Government College is a renowned institution located in Chittoor, Andhra Pradesh. It offers comprehensive higher education programs."
PACE Institute of Technology and Sciences,PIOTA,,,3.5,274,Andhra Pradesh,Ongole,AICTE Approved,1954,FALSE,90.5,6.1,22.9,"PACE Institute of Technology and Sciences is a renowned institution located in Ongole, Andhra Pradesh. It offers comprehensive higher education programs."
"PES Institute of Technology & Management, Shivamoga",PIOTM,,,3.8,97,Karnataka,Shimoga,State University Affiliated,1992,FALSE,73.0,4.0,9.4,"PES Institute of Technology & Management, Shivamoga is a renowned institution located in Shimoga, Karnataka. It offers comprehensive higher education programs."
PES University,PU,100,2024,3.7,262,Karnataka,Bengaluru,State University Affiliated,1958,TRUE,60.6,10.2,15.5,"PES University is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
PGDAV College (Eve.),PC,,,4.5,306,Delhi,Delhi,Private Autonomous,1986,FALSE,87.2,3.8,9.5,"PGDAV College (Eve.) is a renowned institution located in Delhi, Delhi. It offers comprehensive higher education programs."
PMN Degree College,PDC,,,4.4,130,Andhra Pradesh,Visakhapatnam,AICTE Approved,1964,FALSE,85.2,3.8,16.0,"PMN Degree College is a renowned institution located in Visakhapatnam, Andhra Pradesh. It offers comprehensive higher education programs."
PMS College of Dental Science & Research,PCODS,,,4.6,355,Kerala,Thiruvananthapuram,State University Affiliated,1957,FALSE,77.1,3.9,16.1,"PMS College of Dental Science & Research is a renowned institution located in Thiruvananthapuram, Kerala. It offers comprehensive higher education programs."
"PRHSS`s Arts & Commerce College, Dharangaon",PACCD,,,4.2,185,Maharashtra,Dharangaon,UGC Recognized,1961,FALSE,71.1,7.4,36.1,"PRHSS`s Arts & Commerce College, Dharangaon is a renowned institution located in Dharangaon, Maharashtra. It offers comprehensive higher education programs."
PRISM Degree College,PDC,,,3.4,425,Andhra Pradesh,Visakhapatnam,AICTE Approved,2000,FALSE,93.1,7.5,26.8,"PRISM Degree College is a renowned institution located in Visakhapatnam, Andhra Pradesh. It offers comprehensive higher education programs."
PSG College of Arts and Science,PCOAA,,,4.1,88,Tamil Nadu,Coimbatore,UGC Recognized,2004,FALSE,71.8,4.6,18.7,"PSG College of Arts and Science is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
PSG College of Nursing,PCON,,,4.8,81,Tamil Nadu,Coimbatore,State University Affiliated,2011,FALSE,56.9,4.7,15.9,"PSG College of Nursing is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
PSG College of Technology,PCOT,63,2024,4.5,150,nan,nan,Private Autonomous,1952,TRUE,90.8,8.6,17.9,"PSG College of Technology is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
PSG College of Technology,PCOT,57,2024,4.7,320,Tamil Nadu,Coimbatore,State University Affiliated,2012,TRUE,97.2,10.0,27.4,"PSG College of Technology is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
"PSG INSTITUTE OF MEDICAL SCIENCES & RESEARCH, COIMBATORE",PIOMS,,,4.8,346,Tamil Nadu,Coimbatore,Central University Affiliated,1993,FALSE,68.3,3.7,9.9,"PSG INSTITUTE OF MEDICAL SCIENCES & RESEARCH, COIMBATORE is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
"PSG Institute of Medical Sciences & Research, Coimbatore",PIOMS,35,2024,3.9,301,nan,nan,Private Autonomous,1992,TRUE,81.4,14.8,28.7,"PSG Institute of Medical Sciences & Research, Coimbatore is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
PSG Institute of Technology and Applied Research,PIOTA,124,2024,3.9,109,Tamil Nadu,Coimbatore,Private Autonomous,1983,FALSE,85.4,5.5,12.3,"PSG Institute of Technology and Applied Research is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
PSGR Krishnammal College for Women,PKCFW,,,4.2,63,Tamil Nadu,Coimbatore,Central University Affiliated,1964,FALSE,68.4,4.7,9.5,"PSGR Krishnammal College for Women is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
"PSGVPM`s Science, Commerce & S.I. Patil Arts College, Shahada",PSCSP,,,3.4,219,Maharashtra,Shahada,Central University Affiliated,1984,FALSE,69.8,5.9,20.5,"PSGVPM`s Science, Commerce & S.I. Patil Arts College, Shahada is a renowned institution located in Shahada, Maharashtra. It offers comprehensive higher education programs."
"PSIT College of Higher Education, Bhauti",PCOHE,,,4.8,450,Uttar Pradesh,Kanpur,Central University Affiliated,1972,FALSE,95.5,5.3,23.0,"PSIT College of Higher Education, Bhauti is a renowned institution located in Kanpur, Uttar Pradesh. It offers comprehensive higher education programs."
PSM COLLEGE OF DENTAL SC. AKKIKAVU,PCODS,,,4.6,413,Kerala,Thrissur,State University Affiliated,1988,FALSE,73.0,6.3,21.8,"PSM COLLEGE OF DENTAL SC. AKKIKAVU is a renowned institution located in Thrissur, Kerala. It offers comprehensive higher education programs."
"PSMO College, Thirurangadi",PCT,,,4.5,398,Kerala,Malappuram,AICTE Approved,1976,FALSE,57.8,7.3,20.5,"PSMO College, Thirurangadi is a renowned institution located in Malappuram, Kerala. It offers comprehensive higher education programs."
PSN COLLEGE OF ENGINEERING AND TECHNOLOGY,PCOEA,,,4.1,105,Tamil Nadu,Tirunelveli,State University Affiliated,1954,FALSE,94.9,4.5,18.3,"PSN COLLEGE OF ENGINEERING AND TECHNOLOGY is a renowned institution located in Tirunelveli, Tamil Nadu. It offers comprehensive higher education programs."
"PSNA College of Engineering and Technology, Dindigul",PCOEA,,,4.7,58,Tamil Nadu,Dindigul,AICTE Approved,1976,FALSE,91.9,6.9,19.8,"PSNA College of Engineering and Technology, Dindigul is a renowned institution located in Dindigul, Tamil Nadu. It offers comprehensive higher education programs."
"PT Co-Op Es`s Arts, Science & Commerce College, Pachora",PCEAS,,,3.9,357,Maharashtra,Pachora,State University Affiliated,1962,FALSE,87.2,5.2,23.7,"PT Co-Op Es`s Arts, Science & Commerce College, Pachora is a renowned institution located in Pachora, Maharashtra. It offers comprehensive higher education programs."
Paavai Engineering College,PEC,,,3.6,328,Tamil Nadu,Namakkal,State University Affiliated,1955,FALSE,64.0,7.2,24.4,"Paavai Engineering College is a renowned institution located in Namakkal, Tamil Nadu. It offers comprehensive higher education programs."
Pachaiyappas College for Men,PCFM,,,3.6,13,Tamil Nadu,KANCHEEPURAM,Private Autonomous,1969,FALSE,76.5,4.8,13.5,"Pachaiyappas College for Men is a renowned institution located in KANCHEEPURAM, Tamil Nadu. It offers comprehensive higher education programs."
Pachhunga University College,PUC,,,4.8,310,Mizoram,Aizawl,AICTE Approved,2011,FALSE,78.5,5.2,14.5,"Pachhunga University College is a renowned institution located in Aizawl, Mizoram. It offers comprehensive higher education programs."
